グループ名,勢力,メンバー名,状態,役割,X,Instagram,TikTok,YouTube,最終確認日
i-COL,HEROINES,あいす,current,member,https://x.com/ice_icol,未確認,未確認,未確認,2026-08-26
i-COL,HEROINES,こるね,current,member,https://x.com/colne_icol,未確認,未確認,未確認,2026-08-26
AdamLilith,HEROINES,夜宵やむ,current,member,https://x.com/yamu_adamth,未確認,未確認,未確認,2026-08-26
AdamLilith,HEROINES,響羽凛瞳,current,member,https://x.com/rizu_adamth,未確認,未確認,未確認,2026-08-26
AdamLilith,HEROINES,都ユナ,current,member,未確認,未確認,未確認,未確認,2026-08-26
AdamLilith,HEROINES,三木レイ,current,member,https://x.com/ray_adamth,未確認,未確認,未確認,2026-08-26
TENRIN,HEROINES,のもあちゃちゃ,current,member,https://x.com/Chacha_TENRIN,未確認,未確認,未確認,2026-08-26
TENRIN,HEROINES,白洲あやん,current,member,https://x.com/Ayan_TENRIN,未確認,未確認,未確認,2026-08-26
TENRIN,HEROINES,七瀬にこ,current,member,https://x.com/Nico_TENRIN,未確認,未確認,未確認,2026-08-26
TENRIN,HEROINES,蓮花うらら,current,member,https://x.com/Lenge_TENRIN,未確認,未確認,未確認,2026-08-26
TENRIN,HEROINES,霞あげは,current,member,https://x.com/Ageha_TENRIN,未確認,未確認,未確認,2026-08-26
TENRIN,HEROINES,甘音ゆあ,current,member,https://x.com/Amane_TENRIN,未確認,未確認,未確認,2026-08-26
TENRIN,HEROINES,刻乃なう,current,member,https://x.com/Now_TENRIN,未確認,未確認,未確認,2026-08-26
TENRIN,HEROINES,音瀬歩兎,current,member,https://x.com/Alto_TENRIN,未確認,未確認,未確認,2026-08-26
LADYBABY,HEROINES,神黎ミア,current,member,未確認,未確認,未確認,未確認,2026-08-26
LADYBABY,HEROINES,來崎せな,current,member,未確認,未確認,未確認,未確認,2026-08-26
LADYBABY,HEROINES,月街えい,current,member,未確認,未確認,未確認,未確認,2026-08-26
LADYBABY,HEROINES,越智きの,current,member,未確認,未確認,未確認,未確認,2026-08-26
chuLa,HEROINES,明鏡みらの,current,member,未確認,未確認,未確認,未確認,2026-08-26
chuLa,HEROINES,はまちひよ,current,member,未確認,未確認,未確認,未確認,2026-08-26
chuLa,HEROINES,茉野ゆに,current,member,未確認,未確認,未確認,未確認,2026-08-26
chuLa,HEROINES,飴色りんご,current,member,未確認,未確認,未確認,未確認,2026-08-26
chuLa,HEROINES,世野つばさ,current,member,未確認,未確認,未確認,未確認,2026-08-26
chuLa,HEROINES,紫藤らら,current,member,未確認,未確認,未確認,未確認,2026-08-26
chuLa,HEROINES,陽咲みお,current,member,未確認,未確認,未確認,未確認,2026-08-26
アキシブproject,HEROINES,葵ふう,current,member,未確認,未確認,未確認,未確認,2026-08-26
アキシブproject,HEROINES,如月なな,current,member,未確認,未確認,未確認,未確認,2026-08-26
アキシブproject,HEROINES,清見るん,current,member,未確認,未確認,未確認,未確認,2026-08-26
アキシブproject,HEROINES,茉井良菜,current,member,未確認,未確認,未確認,未確認,2026-08-26
アキシブproject,HEROINES,水琴まなみ,current,member,未確認,未確認,未確認,未確認,2026-08-26
アキシブproject,HEROINES,夢咲ありさ,current,member,未確認,未確認,未確認,未確認,2026-08-26
アキシブproject,HEROINES,天川ほたる,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラディーク,HEROINES,水野めい,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラディーク,HEROINES,来栖ゆる,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラディーク,HEROINES,浜辺しずく,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラディーク,HEROINES,新木るの,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラディーク,HEROINES,灯田にじ,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラディーク,HEROINES,桜空ちゅいん,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラディーク,HEROINES,雛月ひな,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラディーク,HEROINES,楪みかん,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラディーク,HEROINES,氷雨ここな,current,member,未確認,未確認,未確認,未確認,2026-08-26
Ill,HEROINES,蒼井叶,current,member,未確認,未確認,未確認,未確認,2026-08-26
Ill,HEROINES,白雪姫乃,current,member,未確認,未確認,未確認,未確認,2026-08-26
Ill,HEROINES,紫ノ色,current,member,未確認,未確認,未確認,未確認,2026-08-26
Ill,HEROINES,森緑藻,current,member,未確認,未確認,未確認,未確認,2026-08-26
MISS MERCY,STARDUST,MIYU,current,member,https://x.com/miyu__fukushima,https://www.instagram.com/miyu._.fukushima/,未確認,未確認,2026-08-26
MISS MERCY,STARDUST,SARA,current,member,未確認,https://www.instagram.com/sara_takaoka_.u_u/,未確認,未確認,2026-08-26
MISS MERCY,STARDUST,SHUKA,current,member,https://x.com/shuka_gushi,https://www.instagram.com/shuka_missmercy/,未確認,未確認,2026-08-26
MISS MERCY,STARDUST,ION,current,member,未確認,未確認,未確認,未確認,2026-08-26
MISS MERCY,STARDUST,YUKI,current,member,未確認,https://www.instagram.com/yuki__shioya/,未確認,未確認,2026-08-26
MISS MERCY,STARDUST,KAREN,current,member,未確認,https://www.instagram.com/karen_kubo_official/,未確認,未確認,2026-08-26
MISS MERCY,STARDUST,COCONA,current,member,未確認,https://www.instagram.com/cocona_fujitani/,未確認,未確認,2026-08-26
テンシンランマン,HEROINES,琴音うな,current,member,未確認,未確認,未確認,未確認,2026-08-26
テンシンランマン,HEROINES,小倉あずき,current,member,未確認,未確認,未確認,未確認,2026-08-26
テンシンランマン,HEROINES,味園そら,current,member,未確認,未確認,未確認,未確認,2026-08-26
テンシンランマン,HEROINES,織田こゆん,current,member,未確認,未確認,未確認,未確認,2026-08-26
テンシンランマン,HEROINES,海老原てん,current,member,未確認,未確認,未確認,未確認,2026-08-26
テンシンランマン,HEROINES,大須かのん,current,member,未確認,未確認,未確認,未確認,2026-08-26
テンシンランマン,HEROINES,豊田もも,current,member,未確認,未確認,未確認,未確認,2026-08-26
ナナコロビヤオキ,HEROINES,苺川えくぼ,current,member,https://x.com/ekubo_nanakoro,未確認,未確認,未確認,2026-08-26
ナナコロビヤオキ,HEROINES,熊ノ実にも,current,member,未確認,未確認,未確認,未確認,2026-08-26
ナナコロビヤオキ,HEROINES,長居しいな,current,member,https://x.com/shiina_nanakoro,未確認,未確認,未確認,2026-08-26
ナナコロビヤオキ,HEROINES,水田茉莉,current,member,https://x.com/mari_nanakoro,未確認,未確認,未確認,2026-08-26
ナナコロビヤオキ,HEROINES,瀬戸内れもん,current,member,https://x.com/lemon_nanakoro,未確認,未確認,未確認,2026-08-26
ナナコロビヤオキ,HEROINES,阪菜りこ,current,member,https://x.com/riko_nanakoro,未確認,未確認,未確認,2026-08-26
ナナコロビヤオキ,HEROINES,笑乃にな,current,member,https://x.com/nina_nanakoro,未確認,未確認,未確認,2026-08-26
ナナコロビヤオキ,HEROINES,歌花てんか,current,member,https://x.com/tenka_nanakoro,未確認,未確認,未確認,2026-08-26
ZUTTOMOTTO,HEROINES,椎名すず,current,member,未確認,未確認,未確認,未確認,2026-08-26
ZUTTOMOTTO,HEROINES,真空せいら,current,member,未確認,未確認,未確認,未確認,2026-08-26
ZUTTOMOTTO,HEROINES,四宮える,current,member,未確認,未確認,未確認,未確認,2026-08-26
ZUTTOMOTTO,HEROINES,佐倉あん,current,member,未確認,未確認,未確認,未確認,2026-08-26
ZUTTOMOTTO,HEROINES,青羽わか,current,member,未確認,未確認,未確認,未確認,2026-08-26
ZUTTOMOTTO,HEROINES,望月みら,current,member,未確認,未確認,未確認,未確認,2026-08-26
ZUTTOMOTTO,HEROINES,小紅ゆず,current,member,未確認,未確認,未確認,未確認,2026-08-26
ZUTTOMOTTO,HEROINES,美雲みつき,current,member,未確認,未確認,未確認,未確認,2026-08-26
ZUTTOMOTTO,HEROINES,愛夏ひなた,current,member,未確認,未確認,未確認,未確認,2026-08-26
ZUTTOMOTTO,HEROINES,神谷ひなの,current,member,未確認,未確認,未確認,未確認,2026-08-26
ZUTTOMOTTO,HEROINES,式守くるみ,current,member,未確認,未確認,未確認,未確認,2026-08-26
ハルカエコー,HEROINES,高坂りん,current,member,https://x.com/HARUKAECHO_RIN,未確認,未確認,未確認,2026-08-26
ハルカエコー,HEROINES,平沢かえ,current,member,https://x.com/HARUKAECHO_KAE,未確認,未確認,未確認,2026-08-26
ハルカエコー,HEROINES,雨宮るり,current,member,https://x.com/HARUKAECHO_RURI,未確認,未確認,未確認,2026-08-26
ハルカエコー,HEROINES,神凪みふゆ,current,member,https://x.com/HARUKAECHO_FUYU,未確認,未確認,未確認,2026-08-26
ハルカエコー,HEROINES,常盤うた,current,member,https://x.com/HARUKAECHO_UTA,未確認,未確認,未確認,2026-08-26
ハルカエコー,HEROINES,芦名ゆい,current,member,https://x.com/HARUKAECHO_YUI,未確認,未確認,未確認,2026-08-26
Pastel Closet,HEROINES,安斎みのり,current,member,https://x.com/Pastel_minori,未確認,未確認,未確認,2026-08-26
Pastel Closet,HEROINES,柑乃あい,current,member,https://x.com/Pastel__ai,未確認,未確認,未確認,2026-08-26
Pastel Closet,HEROINES,篠原さくら,current,member,https://x.com/Pastel_sakuraa_,未確認,未確認,未確認,2026-08-26
Pastel Closet,HEROINES,澄原夏帆,current,member,https://x.com/Pastel_kaho,未確認,未確認,未確認,2026-08-26
Pastel Closet,HEROINES,仁科美都,current,member,https://x.com/Pastel_mitsu,未確認,未確認,未確認,2026-08-26
Pastel Closet,HEROINES,花木舞花,current,member,https://x.com/Pastel_Maika,未確認,未確認,未確認,2026-08-26
Pastel Closet,HEROINES,雛城ののか,current,member,未確認,未確認,未確認,未確認,2026-08-26
Pastel Closet,HEROINES,幸野れいあ,current,member,未確認,未確認,未確認,未確認,2026-08-26
RE-GE,STARDUST,白石るり,current,member,未確認,未確認,未確認,未確認,2026-08-26
RE-GE,STARDUST,禾本珠彩,current,member,未確認,未確認,未確認,未確認,2026-08-26
RE-GE,STARDUST,花井心桜,current,member,未確認,未確認,未確認,未確認,2026-08-26
RE-GE,STARDUST,高月凛々,current,member,未確認,未確認,未確認,未確認,2026-08-26
RE-GE,STARDUST,田崎杏夏,current,member,未確認,未確認,未確認,未確認,2026-08-26
RE-GE,STARDUST,森瀬こころ,current,member,未確認,未確認,未確認,未確認,2026-08-26
RE-GE,STARDUST,瑞川蒼依,current,member,未確認,未確認,未確認,未確認,2026-08-26
RE-GE,STARDUST,桧山ゆうみ,current,member,未確認,未確認,未確認,未確認,2026-08-26
RE-GE,STARDUST,那須ほほみ,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラレルサイダー,HEROINES,小熊まな香,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラレルサイダー,HEROINES,小坂みおん,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラレルサイダー,HEROINES,葉月みつは,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラレルサイダー,HEROINES,彩音ゆの,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラレルサイダー,HEROINES,宮奈もこ,current,member,https://x.com/moco_parasai,未確認,未確認,未確認,2026-08-26
パラレルサイダー,HEROINES,宇佐美あこ,current,member,未確認,未確認,未確認,未確認,2026-08-26
パラレルサイダー,HEROINES,瀬川なつき,current,member,未確認,未確認,未確認,未確認,2026-08-26
ポンコツコンポ,HEROINES,晴後あめ,current,member,https://x.com/ame_ponkotsu,未確認,未確認,未確認,2026-08-26
ポンコツコンポ,HEROINES,夕葉里めろん,current,member,https://x.com/meron_ponkotsu,未確認,未確認,未確認,2026-08-26
ポンコツコンポ,HEROINES,秋田こまち,current,member,https://x.com/koma_ponkotsu,未確認,未確認,未確認,2026-08-26
ポンコツコンポ,HEROINES,一蘭,current,member,https://x.com/ran_ponkotsu,未確認,未確認,未確認,2026-08-26
ポンコツコンポ,HEROINES,甘杉あぽろ,current,member,https://x.com/aporo_ponkotsu,未確認,未確認,未確認,2026-08-26
ポンコツコンポ,HEROINES,海苔巻うに,current,member,未確認,未確認,未確認,未確認,2026-08-26
ポンコツコンポ,HEROINES,ショー☆タイム,current,member,未確認,未確認,未確認,未確認,2026-08-26
CAL&RES,HEROINES,夢羽るる,current,member,https://x.com/ruru_calres,未確認,未確認,未確認,2026-08-26
CAL&RES,HEROINES,来夢ねお,current,member,https://x.com/neo_calres,未確認,未確認,未確認,2026-08-26
CAL&RES,HEROINES,九条あすな,current,member,https://x.com/asuna_calres,未確認,未確認,未確認,2026-08-26
CAL&RES,HEROINES,明日実まあや,current,member,https://x.com/maaya_calres,未確認,未確認,未確認,2026-08-26
CAL&RES,HEROINES,宮本みい,current,member,https://x.com/mii_calres,未確認,未確認,未確認,2026-08-26
CAL&RES,HEROINES,藤邑あやめ,current,member,https://x.com/ayame_calres,未確認,未確認,未確認,2026-08-26
CAL&RES,HEROINES,萌木りりな,current,member,https://x.com/ririna_calres,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生,HEROINES,綾瀬めめ,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生,HEROINES,広瀬りむ,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生,HEROINES,白石あゆ,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生,HEROINES,小菜実こゆ,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生,HEROINES,白鳥ちな,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生,HEROINES,可愛川ここ,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生,HEROINES,花森ぴの,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生,HEROINES,小梅ちろ,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生,HEROINES,有舞ねおん,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生,HEROINES,芽野りりあ,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生,HEROINES,矢乃ひまり,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生,HEROINES,鳴雷びび,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生,HEROINES,逢坂めるむ,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生大阪,HEROINES,不破ふわり,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生大阪,HEROINES,鹿野こなほ,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生大阪,HEROINES,千鳥もえ,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生大阪,HEROINES,御堂筋ぴこ,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生大阪,HEROINES,桃谷りの,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生大阪,HEROINES,北浜そふと,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生大阪,HEROINES,汐見らう,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生大阪,HEROINES,笑門りい,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生大阪,HEROINES,小花衣はお,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
ヒロインズ研究生大阪,HEROINES,安良城いと,current,trainee,未確認,未確認,未確認,未確認,2026-08-26
